icd10, model, hcc, hcc_label
T84216A, v24, 176, Breakdown (mechanical) of internal fixation device of vertebrae, initial encounter
T84218A, v24, 176, Breakdown (mechanical) of internal fixation device of other bones, initial encounter
T84220A, v24, 176, Displacement of internal fixation device of bones of hand and fingers, initial encounter
T84223A, v24, 176, Displacement of internal fixation device of bones of foot and toes, initial encounter
T84226A, v24, 176, Displacement of internal fixation device of vertebrae, initial encounter
T84228A, v24, 176, Displacement of internal fixation device of other bones, initial encounter
T84290A, v24, 176, Other mechanical complication of internal fixation device of bones of hand and fingers, initial encounter
T84293A, v24, 176, Other mechanical complication of internal fixation device of bones of foot and toes, initial encounter
T84296A, v24, 176, Other mechanical complication of internal fixation device of vertebrae, initial encounter
T84298A, v24, 176, Other mechanical complication of internal fixation device of other bones, initial encounter
T84310A, v24, 176, Breakdown (mechanical) of electronic bone stimulator, initial encounter
T84318A, v24, 176, Breakdown (mechanical) of other bone devices, implants and grafts, initial encounter
T84320A, v24, 176, Displacement of electronic bone stimulator, initial encounter
T84328A, v24, 176, Displacement of other bone devices, implants and grafts, initial encounter
T84390A, v24, 176, Other mechanical complication of electronic bone stimulator, initial encounter
T84398A, v24, 176, Other mechanical complication of other bone devices, implants and grafts, initial encounter
T84410A, v24, 176, Breakdown (mechanical) of muscle and tendon graft, initial encounter
T84418A, v24, 176, Breakdown (mechanical) of other internal orthopedic devices, implants and grafts, initial encounter
T84420A, v24, 176, Displacement of muscle and tendon graft, initial encounter
T84428A, v24, 176, Displacement of other internal orthopedic devices, implants and grafts, initial encounter
T84490A, v24, 176, Other mechanical complication of muscle and tendon graft, initial encounter
T84498A, v24, 176, Other mechanical complication of other internal orthopedic devices, implants and grafts, initial encounter
T8450XA, v24, 176, Infection and inflammatory reaction due to unspecified internal joint prosthesis, initial encounter
T8451XA, v24, 176, Infection and inflammatory reaction due to internal right hip prosthesis, initial encounter
T8452XA, v24, 176, Infection and inflammatory reaction due to internal left hip prosthesis, initial encounter
T8453XA, v24, 176, Infection and inflammatory reaction due to internal right knee prosthesis, initial encounter
T8454XA, v24, 176, Infection and inflammatory reaction due to internal left knee prosthesis, initial encounter
T8459XA, v24, 176, Infection and inflammatory reaction due to other internal joint prosthesis, initial encounter
T8460XA, v24, 176, Infection and inflammatory reaction due to internal fixation device of unspecified site, initial encounter
T84610A, v24, 176, Infection and inflammatory reaction due to internal fixation device of right humerus, initial encounter
T84611A, v24, 176, Infection and inflammatory reaction due to internal fixation device of left humerus, initial encounter
T84612A, v24, 176, Infection and inflammatory reaction due to internal fixation device of right radius, initial encounter
T84613A, v24, 176, Infection and inflammatory reaction due to internal fixation device of left radius, initial encounter
T84614A, v24, 176, Infection and inflammatory reaction due to internal fixation device of right ulna, initial encounter
T84615A, v24, 176, Infection and inflammatory reaction due to internal fixation device of left ulna, initial encounter
T84619A, v24, 176, Infection and inflammatory reaction due to internal fixation device of unspecified bone of arm, initial encounter
T84620A, v24, 176, Infection and inflammatory reaction due to internal fixation device of right femur, initial encounter
T84621A, v24, 176, Infection and inflammatory reaction due to internal fixation device of left femur, initial encounter
T84622A, v24, 176, Infection and inflammatory reaction due to internal fixation device of right tibia, initial encounter
T84623A, v24, 176, Infection and inflammatory reaction due to internal fixation device of left tibia, initial encounter
T84624A, v24, 176, Infection and inflammatory reaction due to internal fixation device of right fibula, initial encounter
T84625A, v24, 176, Infection and inflammatory reaction due to internal fixation device of left fibula, initial encounter
T84629A, v24, 176, Infection and inflammatory reaction due to internal fixation device of unspecified bone of leg, initial encounter
T8463XA, v24, 176, Infection and inflammatory reaction due to internal fixation device of spine, initial encounter
T8469XA, v24, 176, Infection and inflammatory reaction due to internal fixation device of other site, initial encounter
T847XXA, v24, 176, Infection and inflammatory reaction due to other internal orthopedic prosthetic devices, implants and grafts, initial encounter
T8481XA, v24, 176, Embolism due to internal orthopedic prosthetic devices, implants and grafts, initial encounter
T8482XA, v24, 176, Fibrosis due to internal orthopedic prosthetic devices, implants and grafts, initial encounter
T8483XA, v24, 176, Hemorrhage due to internal orthopedic prosthetic devices, implants and grafts, initial encounter
T8484XA, v24, 176, Pain due to internal orthopedic prosthetic devices, implants and grafts, initial encounter
T8485XA, v24, 176, Stenosis due to internal orthopedic prosthetic devices, implants and grafts, initial encounter
T8486XA, v24, 176, Thrombosis due to internal orthopedic prosthetic devices, implants and grafts, initial encounter
T8489XA, v24, 176, Other specified complication of internal orthopedic prosthetic devices, implants and grafts, initial encounter
T849XXA, v24, 176, Unspecified complication of internal orthopedic prosthetic device, implant and graft, initial encounter
T8501XA, v24, 176, Breakdown (mechanical) of ventricular intracranial (communicating) shunt, initial encounter
T8502XA, v24, 176, Displacement of ventricular intracranial (communicating) shunt, initial encounter
T8503XA, v24, 176, Leakage of ventricular intracranial (communicating) shunt, initial encounter
T8509XA, v24, 176, Other mechanical complication of ventricular intracranial (communicating) shunt, initial encounter
T85110A, v24, 176, Breakdown (mechanical) of implanted electronic neurostimulator of brain electrode (lead), initial encounter
T85111A, v24, 176, Breakdown (mechanical) of implanted electronic neurostimulator of peripheral nerve electrode (lead), initial encounter
T85112A, v24, 176, Breakdown (mechanical) of implanted electronic neurostimulator of spinal cord electrode (lead), initial encounter
T85113A, v24, 176, Breakdown (mechanical) of implanted electronic neurostimulator, generator, initial encounter
T85118A, v24, 176, Breakdown (mechanical) of other implanted electronic stimulator of nervous system, initial encounter
T85120A, v24, 176, Displacement of implanted electronic neurostimulator of brain electrode (lead), initial encounter
T85121A, v24, 176, Displacement of implanted electronic neurostimulator of peripheral nerve electrode (lead), initial encounter
T85122A, v24, 176, Displacement of implanted electronic neurostimulator of spinal cord electrode (lead), initial encounter
T85123A, v24, 176, Displacement of implanted electronic neurostimulator, generator, initial encounter
T85128A, v24, 176, Displacement of other implanted electronic stimulator of nervous system, initial encounter
T85190A, v24, 176, Other mechanical complication of implanted electronic neurostimulator of brain electrode (lead), initial encounter
T85191A, v24, 176, Other mechanical complication of implanted electronic neurostimulator of peripheral nerve electrode (lead), initial encounter
T85192A, v24, 176, Other mechanical complication of implanted electronic neurostimulator of spinal cord electrode (lead), initial encounter
T85193A, v24, 176, Other mechanical complication of implanted electronic neurostimulator, generator, initial encounter
T85199A, v24, 176, Other mechanical complication of other implanted electronic stimulator of nervous system, initial encounter
T85611A, v24, 134, Breakdown (mechanical) of intraperitoneal dialysis catheter, initial encounter
T85611D, v24, 134, Breakdown (mechanical) of intraperitoneal dialysis catheter, subsequent encounter
T85611S, v24, 134, Breakdown (mechanical) of intraperitoneal dialysis catheter, sequela
T85615A, v24, 176, Breakdown (mechanical) of other nervous system device, implant or graft, initial encounter
T85621A, v24, 134, Displacement of intraperitoneal dialysis catheter, initial encounter
T85621D, v24, 134, Displacement of intraperitoneal dialysis catheter, subsequent encounter
T85621S, v24, 134, Displacement of intraperitoneal dialysis catheter, sequela
T85625A, v24, 176, Displacement of other nervous system device, implant or graft, initial encounter
T85631A, v24, 134, Leakage of intraperitoneal dialysis catheter, initial encounter
T85631D, v24, 134, Leakage of intraperitoneal dialysis catheter, subsequent encounter
T85631S, v24, 134, Leakage of intraperitoneal dialysis catheter, sequela
T85635A, v24, 176, Leakage of other nervous system device, implant or graft, initial encounter
T85691A, v24, 134, Other mechanical complication of intraperitoneal dialysis catheter, initial encounter
T85691D, v24, 134, Other mechanical complication of intraperitoneal dialysis catheter, subsequent encounter
T85691S, v24, 134, Other mechanical complication of intraperitoneal dialysis catheter, sequela
T85695A, v24, 176, Other mechanical complication of other nervous system device, implant or graft, initial encounter
T8571XA, v24, 134, Infection and inflammatory reaction due to peritoneal dialysis catheter, initial encounter
T8571XD, v24, 134, Infection and inflammatory reaction due to peritoneal dialysis catheter, subsequent encounter
T8571XS, v24, 134, Infection and inflammatory reaction due to peritoneal dialysis catheter, sequela
T8572XA, v24, 176, Infection and inflammatory reaction due to insulin pump, initial encounter
